	AlignmentCoverage	AlignmentIdentity	AlignmentLength	AlignmentLengthStripped	Distance	Family	Ka	Ks	Node	Omega	Paralog1	Paralog2	WeightOutliersIncluded	WeightOutliersExcluded
Potri.002G017400.1__Potri.007G064400.1	0.22975	0.43165	1815.0	417.0	3.4707199999999996	GF_000034	0.5024	77.7772	104.0	0.0065	Potri.007G064400.1	Potri.002G017400.1	0.00149	0.0
Potri.005G244500.1__Potri.007G064400.1	0.23636	0.42191000000000006	1815.0	429.0	3.6760599999999997	GF_000034	0.4905	11.3135	104.0	0.0434	Potri.007G064400.1	Potri.005G244500.1	0.00149	0.0
Potri.005G244500.1__Potri.007G064400.1	0.23636	0.42191000000000006	1815.0	429.0	3.6760599999999997	GF_000034	0.4905	11.3135	104.0	0.0434	Potri.007G064400.1	Potri.005G244500.1	0.00149	0.0
Potri.008G071000.1__Potri.019G130100.1	0.24131999999999998	0.40183	1815.0	438.0	3.05844	GF_000034	0.3741	7.3492	104.0	0.0509	Potri.019G130100.1	Potri.008G071000.1	0.00149	0.0
Potri.002G017400.1__Potri.005G108200.1	0.23636	0.39394	1815.0	429.0	4.43245	GF_000034	0.4476	6.1267	104.0	0.073	Potri.005G108200.1	Potri.002G017400.1	0.00149	0.0
Potri.002G017400.1__Potri.005G108200.1	0.23636	0.39394	1815.0	429.0	4.43245	GF_000034	0.4476	6.1267	104.0	0.073	Potri.005G108200.1	Potri.002G017400.1	0.00149	0.0
Potri.005G108200.1__Potri.005G244500.1	0.24793	0.37778	1815.0	450.0	4.63779	GF_000034	0.5163	3.4062	104.0	0.1516	Potri.005G108200.1	Potri.005G244500.1	0.00149	0.00498
Potri.005G108200.1__Potri.005G244500.1	0.24793	0.37778	1815.0	450.0	4.63779	GF_000034	0.5163	3.4062	104.0	0.1516	Potri.005G108200.1	Potri.005G244500.1	0.00149	0.00498
Potri.002G017400.1__Potri.007G061400.1	0.23636	0.39161	1815.0	429.0	4.484	GF_000034	0.4382	8.6169	104.0	0.0509	Potri.007G061400.1	Potri.002G017400.1	0.00149	0.0
Potri.005G244500.1__Potri.007G061400.1	0.24793	0.37333	1815.0	450.0	4.6893400000000005	GF_000034	0.5148	4.3187	104.0	0.1192	Potri.007G061400.1	Potri.005G244500.1	0.00149	0.00498
Potri.002G106800.1__Potri.009G081800.1	0.59878	0.6308	4935.0	2955.0	0.61354	GF_000024	0.0024	2.3907	62.0	0.001	Potri.009G081800.1	Potri.002G106800.1	1.0	1.0
Potri.004G049100.1__Potri.011G058100.1	0.6030399999999999	0.9052399999999999	4935.0	2976.0	0.11653	GF_000024	0.2434	0.0025	65.0	99.0	Potri.011G058100.1	Potri.004G049100.1	1.0	0.0
Potri.007G135400.1__Potri.017G016600.1	0.58419	0.8734	4935.0	2883.0	0.16616	GF_000024	0.0	0.0	66.0	0.001	Potri.007G135400.1	Potri.017G016600.1	1.0	0.0
Potri.007G135400.1__Potri.017G016600.1	0.58419	0.8734	4935.0	2883.0	0.16616	GF_000024	0.0	0.0	66.0	0.001	Potri.007G135400.1	Potri.017G016600.1	1.0	0.0
Potri.007G135400.1__Potri.011G058100.1	0.59635	0.64662	4935.0	2943.0	0.5545899999999999	GF_000024	5.6612	0.0572	67.0	99.0	Potri.011G058100.1	Potri.007G135400.1	0.25	0.25
Potri.007G135400.1__Potri.011G058100.1	0.59635	0.64662	4935.0	2943.0	0.5545899999999999	GF_000024	5.6612	0.0572	67.0	99.0	Potri.011G058100.1	Potri.007G135400.1	0.25	0.25
Potri.007G135400.1__Potri.011G058100.1	0.59635	0.64662	4935.0	2943.0	0.5545899999999999	GF_000024	5.6612	0.0572	67.0	99.0	Potri.011G058100.1	Potri.007G135400.1	0.25	0.25
Potri.011G058100.1__Potri.017G016600.1	0.58055	0.65864	4935.0	2865.0	0.56945	GF_000024	5.6612	0.0572	67.0	99.0	Potri.011G058100.1	Potri.017G016600.1	0.25	0.25
Potri.011G058100.1__Potri.017G016600.1	0.58055	0.65864	4935.0	2865.0	0.56945	GF_000024	5.6612	0.0572	67.0	99.0	Potri.011G058100.1	Potri.017G016600.1	0.25	0.25
Potri.004G049100.1__Potri.007G135400.1	0.59635	0.6449199999999999	4935.0	2943.0	0.5183	GF_000024	6.0611	0.0612	67.0	99.0	Potri.004G049100.1	Potri.007G135400.1	0.25	0.25
Potri.004G049100.1__Potri.007G135400.1	0.59635	0.6449199999999999	4935.0	2943.0	0.5183	GF_000024	6.0611	0.0612	67.0	99.0	Potri.004G049100.1	Potri.007G135400.1	0.25	0.25
Potri.004G049100.1__Potri.007G135400.1	0.59635	0.6449199999999999	4935.0	2943.0	0.5183	GF_000024	6.0611	0.0612	67.0	99.0	Potri.004G049100.1	Potri.007G135400.1	0.25	0.25
Potri.004G049100.1__Potri.017G016600.1	0.58055	0.66038	4935.0	2865.0	0.5331600000000001	GF_000024	6.0611	0.0612	67.0	99.0	Potri.004G049100.1	Potri.017G016600.1	0.25	0.25
Potri.004G049100.1__Potri.017G016600.1	0.58055	0.66038	4935.0	2865.0	0.5331600000000001	GF_000024	6.0611	0.0612	67.0	99.0	Potri.004G049100.1	Potri.017G016600.1	0.25	0.25
Potri.006G235500.1__Potri.018G057100.1	0.61216	0.8818299999999999	4935.0	3021.0	0.19609000000000001	GF_000024	0.0	0.0	69.0	2.0	Potri.018G057100.1	Potri.006G235500.1	0.5	0.0
Potri.006G235500.1__Potri.018G088100.1	0.5921	0.6170399999999999	4935.0	2922.0	0.75889	GF_000024	0.1568	3.588	71.0	0.0437	Potri.006G235500.1	Potri.018G088100.1	0.16667	0.33333
Potri.006G235500.1__Potri.018G088100.1	0.5921	0.6170399999999999	4935.0	2922.0	0.75889	GF_000024	0.1568	3.588	71.0	0.0437	Potri.006G235500.1	Potri.018G088100.1	0.16667	0.33333
Potri.002G019900.1__Potri.005G241500.1	0.5908800000000001	0.8871700000000001	4935.0	2916.0	0.13789	GF_000024	0.1275	0.0013	74.0	99.0	Potri.002G019900.1	Potri.005G241500.1	1.0	0.0
Potri.013G048800.1__Potri.019G021700.1	0.61824	0.9174	4935.0	3051.0	0.09877000000000001	GF_000024	0.0005	0.4525	79.0	0.001	Potri.013G048800.1	Potri.019G021700.1	1.0	1.0
Potri.002G256500.1__Potri.013G048800.1	0.61337	0.7040000000000001	4935.0	3027.0	0.38643	GF_000024	0.3334	1.0461	80.0	0.3187	Potri.002G256500.1	Potri.013G048800.1	0.5	1.0
Potri.002G256500.1__Potri.019G021700.1	0.61337	0.70168	4935.0	3027.0	0.38416	GF_000024	0.2862	41.0327	80.0	0.006999999999999999	Potri.002G256500.1	Potri.019G021700.1	0.5	0.0
Potri.001G126100.1__Potri.003G107600.1	0.62249	0.9065799999999999	4935.0	3072.0	0.08742	GF_000024	0.0004	0.4314	81.0	0.001	Potri.003G107600.1	Potri.001G126100.1	1.0	1.0
Potri.006G189000.1__Potri.018G113000.1	0.57933	0.91046	4935.0	2859.0	0.12190999999999999	GF_000024	0.1839	0.0019	83.0	99.0	Potri.006G189000.1	Potri.018G113000.1	0.5	0.0
Potri.002G111700.1__Potri.007G009200.1	0.5592699999999999	0.45906	4935.0	2760.0	1.9023599999999998	GF_000024	4.4301	31.3784	87.0	0.1412	Potri.002G111700.1	Potri.007G009200.1	0.00549	0.0
Potri.006G235500.1__Potri.018G045500.1	0.57386	0.43715	4935.0	2832.0	2.2053700000000003	GF_000024	0.293	17.656	91.0	0.0166	Potri.006G235500.1	Potri.018G045500.1	0.00926	0.0
Potri.006G235500.1__Potri.018G045500.1	0.57386	0.43715	4935.0	2832.0	2.2053700000000003	GF_000024	0.293	17.656	91.0	0.0166	Potri.006G235500.1	Potri.018G045500.1	0.00926	0.0
Potri.001G385800.1__Potri.003G025700.1	0.043160000000000004	0.34742	4935.0	213.0	3.4041300000000003	GF_000024	14.8634	26.2817	91.0	0.5655	Potri.001G385800.1	Potri.003G025700.1	0.00926	0.0
Potri.012G022800.1__Potri.015G006400.1	0.06565	0.71914	4935.0	324.0	0.6168600000000001	GF_000024	0.6559999999999999	6.9366	93.0	0.0946	Potri.012G022800.1	Potri.015G006400.1	1.0	0.0
Potri.001G430500.1__Potri.011G139700.1	0.42736	0.85349	4935.0	2109.0	0.25234	GF_000024	2.171	1.3165	95.0	1.6491	Potri.011G139700.1	Potri.001G430500.1	1.0	1.0
Potri.001G430500.1__Potri.011G139700.1	0.42736	0.85349	4935.0	2109.0	0.25234	GF_000024	2.171	1.3165	95.0	1.6491	Potri.011G139700.1	Potri.001G430500.1	1.0	1.0
Potri.013G051300.1__Potri.019G025500.1	0.67173	0.89231	4935.0	3315.0	0.14168	GF_000024	0.688	3.6398	97.0	0.18899999999999997	Potri.013G051300.1	Potri.019G025500.1	1.0	1.0
Potri.002G063300.1__Potri.005G198000.1	0.62979	0.91956	4935.0	3108.0	0.06623	GF_000024	0.0007	0.6667	105.0	0.001	Potri.002G063300.1	Potri.005G198000.1	1.0	1.0
Potri.001G467300.1__Potri.011G164800.1	0.6644399999999999	0.9310799999999999	4935.0	3279.0	0.07478	GF_000024	0.267	37.2313	106.0	0.0072	Potri.011G164800.1	Potri.001G467300.1	1.0	0.0
Potri.012G088100.1__Potri.015G080800.1	0.6766	0.90656	4935.0	3339.0	0.09847	GF_000024	0.0	0.0	107.0	0.001	Potri.015G080800.1	Potri.012G088100.1	1.0	0.0
Potri.012G088100.1__Potri.015G080800.1	0.6766	0.90656	4935.0	3339.0	0.09847	GF_000024	0.0	0.0	107.0	0.001	Potri.015G080800.1	Potri.012G088100.1	1.0	0.0
Potri.002G070900.1__Potri.005G188700.1	0.65775	0.9273	4935.0	3246.0	0.08114	GF_000024	0.0026	2.5957	109.0	0.001	Potri.005G188700.1	Potri.002G070900.1	1.0	1.0
Potri.005G188700.1__Potri.008G211800.1	0.24741999999999997	0.41441000000000006	4935.0	1221.0	2.30822	GF_000024	3.7183	80.7812	118.0	0.046	Potri.005G188700.1	Potri.008G211800.1	0.02	0.0
Potri.001G052500.1__Potri.003G174900.1	0.6462	0.46221	4935.0	3189.0	1.8303099999999999	GF_000024	2.0444	0.0207	119.0	99.0	Potri.003G174900.1	Potri.001G052500.1	0.00476	0.01266
Potri.005G188700.1__Potri.013G087200.1	0.40243	0.43151999999999996	4935.0	1986.0	2.26064	GF_000024	0.3591	7.3286	120.0	0.049	Potri.013G087200.1	Potri.005G188700.1	0.034480000000000004	0.0
Potri.002G070900.1__Potri.013G087200.1	0.40243	0.43253	4935.0	1986.0	2.29086	GF_000024	0.3798	93.1481	120.0	0.0041	Potri.013G087200.1	Potri.002G070900.1	0.034480000000000004	0.0
Potri.002G070900.1__Potri.013G087200.1	0.40243	0.43253	4935.0	1986.0	2.29086	GF_000024	0.3798	93.1481	120.0	0.0041	Potri.013G087200.1	Potri.002G070900.1	0.034480000000000004	0.0
Potri.001G073600.1__Potri.003G156200.1	0.58298	0.46263000000000004	4935.0	2877.0	2.02489	GF_000024	0.4721	62.8479	122.0	0.0075	Potri.001G073600.1	Potri.003G156200.1	0.0010400000000000001	0.0
Potri.002G256500.1__Potri.019G025500.1	0.59878	0.4714	4935.0	2955.0	1.9179400000000002	GF_000024	2.657	40.3191	122.0	0.0659	Potri.002G256500.1	Potri.019G025500.1	0.0010400000000000001	0.0
Potri.005G227600.1__Potri.013G048800.1	0.25289	0.36859000000000003	4935.0	1248.0	2.97693	GF_000024	19.3297	5.8782	122.0	3.2884	Potri.013G048800.1	Potri.005G227600.1	0.0010400000000000001	0.0
Potri.005G227600.1__Potri.019G021700.1	0.25289	0.36859000000000003	4935.0	1248.0	2.9746599999999996	GF_000024	24.8305	0.5827	122.0	42.6141	Potri.019G021700.1	Potri.005G227600.1	0.0010400000000000001	0.00252
Potri.001G004700.1__Potri.019G036100.1	0.33333	0.60697	2412.0	804.0	0.74335	GF_000037	0.0795	1.3064	52.0	0.0608	Potri.001G004700.1	Potri.019G036100.1	1.0	1.0
Potri.001G004700.1__Potri.019G036100.1	0.33333	0.60697	2412.0	804.0	0.74335	GF_000037	0.0795	1.3064	52.0	0.0608	Potri.001G004700.1	Potri.019G036100.1	1.0	1.0
Potri.004G047500.1__Potri.011G056900.1	0.21641999999999997	0.91571	2412.0	522.0	0.08932000000000001	GF_000037	0.0003	0.285	54.0	0.001	Potri.011G056900.1	Potri.004G047500.1	1.0	1.0
Potri.002G043300.1__Potri.005G219600.1	0.20895999999999998	0.8472200000000001	2412.0	504.0	0.25964	GF_000037	0.0429	0.3746	55.0	0.1145	Potri.005G219600.1	Potri.002G043300.1	1.0	1.0
Potri.007G138100.1__Potri.017G013700.1	0.25622	0.8721700000000001	2412.0	618.0	0.19918	GF_000037	0.0439	0.8713	57.0	0.0504	Potri.017G013700.1	Potri.007G138100.1	1.0	1.0
Potri.007G138100.1__Potri.017G013700.1	0.25622	0.8721700000000001	2412.0	618.0	0.19918	GF_000037	0.0439	0.8713	57.0	0.0504	Potri.017G013700.1	Potri.007G138100.1	1.0	1.0
Potri.001G397200.1__Potri.011G115600.1	0.27860999999999997	0.85714	2412.0	672.0	0.21948	GF_000037	0.0213	0.3431	59.0	0.0621	Potri.001G397200.1	Potri.011G115600.1	1.0	1.0
Potri.011G115600.1__Potri.017G013700.1	0.24875999999999998	0.57	2412.0	600.0	1.07441	GF_000037	0.1483	7.8274	61.0	0.0189	Potri.017G013700.1	Potri.011G115600.1	0.125	0.0
Potri.011G115600.1__Potri.017G013700.1	0.24875999999999998	0.57	2412.0	600.0	1.07441	GF_000037	0.1483	7.8274	61.0	0.0189	Potri.017G013700.1	Potri.011G115600.1	0.125	0.0
Potri.001G397200.1__Potri.007G138100.1	0.27488	0.5264	2412.0	663.0	1.26939	GF_000037	0.1502	4.9584	61.0	0.0303	Potri.007G138100.1	Potri.001G397200.1	0.125	0.25
Potri.007G138100.1__Potri.011G115600.1	0.24378000000000002	0.55612	2412.0	588.0	1.1402700000000001	GF_000037	0.1607	4.6631	61.0	0.0345	Potri.007G138100.1	Potri.011G115600.1	0.125	0.25
Potri.007G138100.1__Potri.011G115600.1	0.24378000000000002	0.55612	2412.0	588.0	1.1402700000000001	GF_000037	0.1607	4.6631	61.0	0.0345	Potri.007G138100.1	Potri.011G115600.1	0.125	0.25
Potri.011G056900.1__Potri.017G013700.1	0.17289000000000002	0.48201000000000005	2412.0	417.0	2.0743400000000003	GF_000037	0.2397	8.5873	63.0	0.0279	Potri.011G056900.1	Potri.017G013700.1	0.035710000000000006	0.0
Potri.001G397200.1__Potri.011G056900.1	0.17413	0.48571000000000003	2412.0	420.0	2.26373	GF_000037	0.2318	4.9609	63.0	0.0467	Potri.011G056900.1	Potri.001G397200.1	0.035710000000000006	0.11110999999999999
Potri.004G047500.1__Potri.017G013700.1	0.17289000000000002	0.48441000000000006	2412.0	417.0	2.0929	GF_000037	0.2395	8.084	63.0	0.0296	Potri.004G047500.1	Potri.017G013700.1	0.035710000000000006	0.0
Potri.004G047500.1__Potri.007G138100.1	0.17413	0.49286	2412.0	420.0	2.15876	GF_000037	0.2417	10.3972	63.0	0.0233	Potri.004G047500.1	Potri.007G138100.1	0.035710000000000006	0.0
Potri.001G397200.1__Potri.004G047500.1	0.17413	0.48095	2412.0	420.0	2.28229	GF_000037	0.2312	4.3939	63.0	0.0526	Potri.004G047500.1	Potri.001G397200.1	0.035710000000000006	0.11110999999999999
Potri.004G047500.1__Potri.011G115600.1	0.17164000000000001	0.48308999999999996	2412.0	414.0	2.1531700000000003	GF_000037	0.2431	5.6898	63.0	0.0427	Potri.004G047500.1	Potri.011G115600.1	0.035710000000000006	0.0
Potri.008G210900.1__Potri.010G006800.1	0.28607	0.8246399999999999	2412.0	690.0	0.33743	GF_000037	0.0484	0.3318	66.0	0.1458	Potri.010G006800.1	Potri.008G210900.1	1.0	1.0
Potri.001G163700.1__Potri.003G071700.1	0.46393	0.87131	2412.0	1119.0	0.21559	GF_000037	0.0356	0.3509	67.0	0.1014	Potri.003G071700.1	Potri.001G163700.1	1.0	1.0
Potri.002G201600.1__Potri.014G126100.1	0.38184	0.85559	2412.0	921.0	0.25538	GF_000037	0.0258	0.214	68.0	0.1206	Potri.002G201600.1	Potri.014G126100.1	1.0	1.0
Potri.004G141200.1__Potri.009G101900.1	0.3296	0.86164	2412.0	795.0	0.20997	GF_000037	0.0137	0.3704	71.0	0.037000000000000005	Potri.009G101900.1	Potri.004G141200.1	1.0	1.0
Potri.004G141200.1__Potri.009G101900.1	0.3296	0.86164	2412.0	795.0	0.20997	GF_000037	0.0137	0.3704	71.0	0.037000000000000005	Potri.009G101900.1	Potri.004G141200.1	1.0	1.0
Potri.007G043400.1__Potri.009G101900.1	0.22139	0.51685	2412.0	534.0	1.5483	GF_000037	0.2603	6.8885	72.0	0.0378	Potri.007G043400.1	Potri.009G101900.1	0.5	0.0
Potri.007G043400.1__Potri.009G101900.1	0.22139	0.51685	2412.0	534.0	1.5483	GF_000037	0.2603	6.8885	72.0	0.0378	Potri.007G043400.1	Potri.009G101900.1	0.5	0.0
Potri.007G043400.1__Potri.009G101900.1	0.22139	0.51685	2412.0	534.0	1.5483	GF_000037	0.2603	6.8885	72.0	0.0378	Potri.007G043400.1	Potri.009G101900.1	0.5	0.0
Potri.004G141200.1__Potri.007G043400.1	0.22139	0.48689	2412.0	534.0	1.67737	GF_000037	0.2832	65.6373	72.0	0.0043	Potri.007G043400.1	Potri.004G141200.1	0.5	0.0
Potri.004G141200.1__Potri.007G043400.1	0.22139	0.48689	2412.0	534.0	1.67737	GF_000037	0.2832	65.6373	72.0	0.0043	Potri.007G043400.1	Potri.004G141200.1	0.5	0.0
Potri.005G223100.1__Potri.008G166000.1	0.16169	0.58205	2412.0	390.0	1.0935700000000002	GF_000037	0.1885	4.2227	79.0	0.0446	Potri.008G166000.1	Potri.005G223100.1	0.1	0.11110999999999999
Potri.005G223100.1__Potri.008G166000.1	0.16169	0.58205	2412.0	390.0	1.0935700000000002	GF_000037	0.1885	4.2227	79.0	0.0446	Potri.008G166000.1	Potri.005G223100.1	0.1	0.11110999999999999
Potri.001G079600.1__Potri.003G150800.1	0.29104	0.5413100000000001	2412.0	702.0	1.10158	GF_000037	0.1558	2.7623	83.0	0.0564	Potri.001G079600.1	Potri.003G150800.1	0.25	0.25
Potri.001G079600.1__Potri.003G080600.1	0.28109	0.5309699999999999	2412.0	678.0	1.27452	GF_000037	0.1713	2.7817	83.0	0.0616	Potri.001G079600.1	Potri.003G080600.1	0.25	0.25
Potri.001G154100.1__Potri.014G046900.1	0.23631999999999997	0.52105	2412.0	570.0	1.2821799999999999	GF_000037	0.2153	7.6164	84.0	0.0283	Potri.001G154100.1	Potri.014G046900.1	1.0	0.0
Potri.001G154100.1__Potri.014G046900.1	0.23631999999999997	0.52105	2412.0	570.0	1.2821799999999999	GF_000037	0.2153	7.6164	84.0	0.0283	Potri.001G154100.1	Potri.014G046900.1	1.0	0.0
Potri.004G051700.1__Potri.011G061700.1	0.22512	0.85635	2412.0	543.0	0.22269	GF_000037	0.0369	0.3123	85.0	0.1182	Potri.004G051700.1	Potri.011G061700.1	1.0	1.0
Potri.019G015500.1__Potri.T050600.1	0.27985	0.9985200000000001	2412.0	675.0	0.0	GF_000037	0.0	0.0217	88.0	0.001	Potri.T050600.1	Potri.019G015500.1	1.0	1.0
Potri.013G045200.1__Potri.019G015500.1	0.27985	0.88	2412.0	675.0	0.15916	GF_000037	0.0375	0.3488	89.0	0.1076	Potri.013G045200.1	Potri.019G015500.1	0.5	0.5
Potri.013G045200.1__Potri.019G015500.1	0.27985	0.88	2412.0	675.0	0.15916	GF_000037	0.0375	0.3488	89.0	0.1076	Potri.013G045200.1	Potri.019G015500.1	0.5	0.5
Potri.010G072300.1__Potri.013G045200.1	0.27114	0.60245	2412.0	654.0	0.68998	GF_000037	0.1489	2.0644	93.0	0.0721	Potri.013G045200.1	Potri.010G072300.1	0.08333	0.08333
Potri.010G072300.1__Potri.013G045200.1	0.27114	0.60245	2412.0	654.0	0.68998	GF_000037	0.1489	2.0644	93.0	0.0721	Potri.013G045200.1	Potri.010G072300.1	0.08333	0.08333
Potri.010G072300.1__Potri.019G015500.1	0.27114	0.6055	2412.0	654.0	0.74412	GF_000037	0.1523	1.7056	93.0	0.0893	Potri.019G015500.1	Potri.010G072300.1	0.08333	0.08333
Potri.010G072300.1__Potri.019G015500.1	0.27114	0.6055	2412.0	654.0	0.74412	GF_000037	0.1523	1.7056	93.0	0.0893	Potri.019G015500.1	Potri.010G072300.1	0.08333	0.08333
Potri.002G039000.1__Potri.013G045200.1	0.26616999999999996	0.5919	2412.0	642.0	0.9133600000000001	GF_000037	0.1665	59.0337	94.0	0.0028	Potri.002G039000.1	Potri.013G045200.1	0.07143	0.0
Potri.002G039000.1__Potri.013G045200.1	0.26616999999999996	0.5919	2412.0	642.0	0.9133600000000001	GF_000037	0.1665	59.0337	94.0	0.0028	Potri.002G039000.1	Potri.013G045200.1	0.07143	0.0
Potri.002G039000.1__Potri.013G045200.1	0.26616999999999996	0.5919	2412.0	642.0	0.9133600000000001	GF_000037	0.1665	59.0337	94.0	0.0028	Potri.002G039000.1	Potri.013G045200.1	0.07143	0.0
Potri.002G039000.1__Potri.019G015500.1	0.26616999999999996	0.581	2412.0	642.0	0.9675	GF_000037	0.1654	62.0998	94.0	0.0027	Potri.002G039000.1	Potri.019G015500.1	0.07143	0.0
Potri.002G039000.1__Potri.019G015500.1	0.26616999999999996	0.581	2412.0	642.0	0.9675	GF_000037	0.1654	62.0998	94.0	0.0027	Potri.002G039000.1	Potri.019G015500.1	0.07143	0.0
Potri.002G039000.1__Potri.019G015500.1	0.26616999999999996	0.581	2412.0	642.0	0.9675	GF_000037	0.1654	62.0998	94.0	0.0027	Potri.002G039000.1	Potri.019G015500.1	0.07143	0.0
Potri.002G039000.1__Potri.010G072300.1	0.25995	0.58692	2412.0	627.0	0.99998	GF_000037	0.203	3.5514	94.0	0.0572	Potri.002G039000.1	Potri.010G072300.1	0.07143	0.125
Potri.002G039000.1__Potri.010G072300.1	0.25995	0.58692	2412.0	627.0	0.99998	GF_000037	0.203	3.5514	94.0	0.0572	Potri.002G039000.1	Potri.010G072300.1	0.07143	0.125
Potri.001G079600.1__Potri.014G046900.1	0.19527	0.45223	2412.0	471.0	2.3111099999999998	GF_000037	0.2993	72.3943	98.0	0.0041	Potri.001G079600.1	Potri.014G046900.1	0.013330000000000002	0.0
Potri.001G079600.1__Potri.014G046900.1	0.19527	0.45223	2412.0	471.0	2.3111099999999998	GF_000037	0.2993	72.3943	98.0	0.0041	Potri.001G079600.1	Potri.014G046900.1	0.013330000000000002	0.0
Potri.003G150800.1__Potri.014G046900.1	0.22512	0.45856	2412.0	543.0	2.34143	GF_000037	0.2664	9.3105	98.0	0.0286	Potri.003G150800.1	Potri.014G046900.1	0.013330000000000002	0.0
Potri.001G154100.1__Potri.003G080600.1	0.2898	0.44778	2412.0	699.0	2.52267	GF_000037	0.2612	20.8642	98.0	0.0125	Potri.003G080600.1	Potri.001G154100.1	0.013330000000000002	0.0
Potri.003G080600.1__Potri.014G046900.1	0.25249	0.41708	2412.0	609.0	2.51437	GF_000037	0.2765	74.9347	98.0	0.0037	Potri.003G080600.1	Potri.014G046900.1	0.013330000000000002	0.0
Potri.003G080600.1__Potri.014G046900.1	0.25249	0.41708	2412.0	609.0	2.51437	GF_000037	0.2765	74.9347	98.0	0.0037	Potri.003G080600.1	Potri.014G046900.1	0.013330000000000002	0.0
Potri.002G039000.1__Potri.008G166000.1	0.16418	0.48485	2412.0	396.0	2.5645599999999997	GF_000037	0.3508	4.8613	99.0	0.0722	Potri.008G166000.1	Potri.002G039000.1	0.0071400000000000005	0.03846
Potri.002G039000.1__Potri.008G166000.1	0.16418	0.48485	2412.0	396.0	2.5645599999999997	GF_000037	0.3508	4.8613	99.0	0.0722	Potri.008G166000.1	Potri.002G039000.1	0.0071400000000000005	0.03846
Potri.008G166000.1__Potri.013G045200.1	0.16915	0.50245	2412.0	408.0	2.36152	GF_000037	0.2763	3.2739999999999996	99.0	0.0844	Potri.008G166000.1	Potri.013G045200.1	0.0071400000000000005	0.03846
Potri.008G166000.1__Potri.013G045200.1	0.16915	0.50245	2412.0	408.0	2.36152	GF_000037	0.2763	3.2739999999999996	99.0	0.0844	Potri.008G166000.1	Potri.013G045200.1	0.0071400000000000005	0.03846
Potri.008G166000.1__Potri.019G015500.1	0.16915	0.46324	2412.0	408.0	2.41566	GF_000037	0.3073	58.7306	99.0	0.0052	Potri.008G166000.1	Potri.019G015500.1	0.0071400000000000005	0.0
Potri.008G166000.1__Potri.019G015500.1	0.16915	0.46324	2412.0	408.0	2.41566	GF_000037	0.3073	58.7306	99.0	0.0052	Potri.008G166000.1	Potri.019G015500.1	0.0071400000000000005	0.0
Potri.008G166000.1__Potri.019G015500.1	0.16915	0.46324	2412.0	408.0	2.41566	GF_000037	0.3073	58.7306	99.0	0.0052	Potri.008G166000.1	Potri.019G015500.1	0.0071400000000000005	0.0
Potri.008G166000.1__Potri.010G072300.1	0.16667	0.47761000000000003	2412.0	402.0	2.44814	GF_000037	0.3142	59.1069	99.0	0.0053	Potri.008G166000.1	Potri.010G072300.1	0.0071400000000000005	0.0
Potri.008G166000.1__Potri.010G072300.1	0.16667	0.47761000000000003	2412.0	402.0	2.44814	GF_000037	0.3142	59.1069	99.0	0.0053	Potri.008G166000.1	Potri.010G072300.1	0.0071400000000000005	0.0
Potri.002G039000.1__Potri.005G223100.1	0.17164000000000001	0.47101000000000004	2412.0	414.0	2.38035	GF_000037	0.36	2.7285	99.0	0.1319	Potri.005G223100.1	Potri.002G039000.1	0.0071400000000000005	0.03846
Potri.005G223100.1__Potri.013G045200.1	0.17662	0.50469	2412.0	426.0	2.17731	GF_000037	0.2808	59.6121	99.0	0.0047	Potri.005G223100.1	Potri.013G045200.1	0.0071400000000000005	0.0
Potri.005G223100.1__Potri.013G045200.1	0.17662	0.50469	2412.0	426.0	2.17731	GF_000037	0.2808	59.6121	99.0	0.0047	Potri.005G223100.1	Potri.013G045200.1	0.0071400000000000005	0.0
Potri.005G223100.1__Potri.019G015500.1	0.17662	0.48826	2412.0	426.0	2.23145	GF_000037	0.2763	14.540999999999999	99.0	0.019	Potri.005G223100.1	Potri.019G015500.1	0.0071400000000000005	0.0
Potri.005G223100.1__Potri.019G015500.1	0.17662	0.48826	2412.0	426.0	2.23145	GF_000037	0.2763	14.540999999999999	99.0	0.019	Potri.005G223100.1	Potri.019G015500.1	0.0071400000000000005	0.0
Potri.005G223100.1__Potri.019G015500.1	0.17662	0.48826	2412.0	426.0	2.23145	GF_000037	0.2763	14.540999999999999	99.0	0.019	Potri.005G223100.1	Potri.019G015500.1	0.0071400000000000005	0.0
Potri.005G223100.1__Potri.019G015500.1	0.17662	0.48826	2412.0	426.0	2.23145	GF_000037	0.2763	14.540999999999999	99.0	0.019	Potri.005G223100.1	Potri.019G015500.1	0.0071400000000000005	0.0
Potri.005G223100.1__Potri.010G072300.1	0.17289000000000002	0.48201000000000005	2412.0	417.0	2.2639299999999998	GF_000037	0.3167	59.9545	99.0	0.0053	Potri.005G223100.1	Potri.010G072300.1	0.0071400000000000005	0.0
Potri.005G223100.1__Potri.010G072300.1	0.17289000000000002	0.48201000000000005	2412.0	417.0	2.2639299999999998	GF_000037	0.3167	59.9545	99.0	0.0053	Potri.005G223100.1	Potri.010G072300.1	0.0071400000000000005	0.0
